ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.09350680750109555,0.5874033374033374,0.4765806049375781,0.9880433064276936,0.1282899169681452,-0.14676164246581277,-0.6735855961571855,-1.23327115879361,-0.16079856327508857,0
0.06730996011033748,0.5641026678099368,0.5018556923787392,0.9817663292653203,0.09976290351997082,-0.14498675756321772,-0.8161449795088995,-1.2786926889269286,-0.04411175619829777,0
0.09084119496855346,0.6166232592822406,0.4788989614885331,0.9887282669649511,0.12248251006995972,0.0243662284856664,-0.963591618905195,-1.1981187120693233,0.571107123023642,0
0.08737766840267842,0.6389195190584859,0.4903827291194815,0.9847035609238268,0.11031829184580368,-0.19669349545431924,-0.6787921657175013,-1.2522566120310128,-0.5162294807016821,0
0.08473886328725039,0.6580279939402571,0.4715158044926803,0.9870949936830816,0.12621548035783742,0.024743448674291776,-1.120537631213069,-1.3000497938166318,1.1672875539146776,0
0.07733559582506243,0.5436029730351727,0.46148945171540334,0.987484785363758,0.12010093351067136,-0.0440665256142811,-0.43700692489595405,-1.271460616844539,-0.5751396643375353,0
0.06462854427372089,0.5154945155632347,0.4764827541185966,0.9837993427848336,0.09844541725552376,-0.06702997155139802,-0.5103342993969696,-1.3682846079363917,-0.5557611919591241,0
0.06452581633265932,0.6012142624384722,0.4719202961999693,0.977885348491307,0.09193948672111975,0.024132706366088427,-0.5805737675864723,-1.2986336141620356,-0.43878382083982936,0
0.08865463540788217,0.5653261824737505,0.49386392667513856,0.9892657638567485,0.13803879687664133,-0.06080365110479451,-0.496191695832944,-1.4419184337213389,-0.019008899627027454,1
0.09332115853298036,0.6147358280145621,0.4766671300637987,0.9850648129667695,0.1333946814903846,-0.044209550250045075,-0.8918025579106078,-1.3782396237651697,0.0750459243285011,1
0.09621035596736612,0.5919642263109597,0.4599638155560964,0.9842213188277845,0.1445296434740488,0.016948941944710954,-0.6999551307821512,-1.472148665908704,0.01581665041850977,1
0.1029394960863852,0.6693202110267192,0.44386279801339296,0.9848995933490059,0.13637997918440722,0.07510238101535431,-1.0412582890499085,-1.3971868821063678,0.5138271034821984,1
0.10014519004082571,0.6147122727522202,0.4568502371950556,0.9841757870565919,0.14018230843528653,0.003042019456135136,-0.7328967438361307,-1.4081531087284365,0.1150904227375471,1
0.09904518093129454,0.6043084357479538,0.4536370775480735,0.9880932086971965,0.14106088824509022,0.0006589465357662614,-0.8541395188752164,-1.4575096487499197,0.26291344840383024,1
0.09537982686509094,0.6115586007843632,0.4788106263753964,0.9880206837948023,0.1528445991583104,-0.06875583213006017,-0.7288952080947263,-1.3801010006996122,0.1948801147017325,1
0.08096794871794871,0.5702759084791387,0.4891620940746109,0.9860183267371604,0.1204190977386264,-0.1488181533119425,-0.7594531373564778,-1.370849981095689,0.2617380912472953,1
0.1045448487271758,0.6185483736133287,0.478121540776856,0.9897683428490158,0.1365610773074278,-0.08340975268151643,-0.9858521752511435,-1.4149150281544565,0.350099579885097,1
0.0783319714153364,0.5510583353885883,0.49174163198555476,0.9892815802538035,0.13178403180329593,-0.07488587198194507,-0.3803539190136052,-1.461953872313471,-0.03136432818952173,1
0.10533085909493484,0.5923013252663345,0.46877258938327643,0.9876091787748089,0.14778543743897748,-0.06208623953638226,-0.6017372111385727,-1.3932665898497498,-0.15949032300088417,1
0.09956530462114625,0.5913713623122826,0.4830213838934267,0.9878337431110985,0.14193240859907527,-0.15451626528149726,-0.6991466095342338,-1.386170900716382,-0.08574882143590346,1
