ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.1357389629448453,0.45706591890569026,0.44694649104674844,0.9737793891452775,0.2098031803038537,0.14372402364085446,0.29651432618885837,-0.9924364199591742,0.42246061632213294,0
0.11608399727168503,0.48657932969776563,0.47059180230114717,0.9709492908981069,0.17947049584922595,0.10189445566752006,-0.21708582159422565,-0.9552405527337591,0.3549560302647685,0
0.10921731329894595,0.4603122480027268,0.4654235534358252,0.971254272542444,0.18648286425426,0.12275347885734442,0.1666663227650545,-0.9536660496239695,-0.8207313866628634,0
0.07133031466727804,0.5903842202494629,0.3819503163991297,0.9490637338180763,0.13147168349605162,0.4934816317435733,-1.2359531030131625,-0.5743345128077393,1.911997940500128,0
0.07285408343790044,0.6347396703493988,0.4119115581450422,0.9283553285832234,0.13121181872629267,0.2938628927114744,-1.0376546863196745,-0.8341939482018801,0.9405474239182379,0
0.12270691944772544,0.4225342978821007,0.4627354744565053,0.9680127725706666,0.18345987688194035,0.08543419029579104,0.31181182802835333,-1.1480705098869872,0.2634454600401015,0
0.12245341614906832,0.6108433768152698,0.40541001684721567,0.9482179240684468,0.20188935255113796,0.3325368103073227,-0.9036437575208002,-0.8248828249519566,0.7190466966399045,1
0.12681436210847977,0.48754524519634823,0.39609171760016626,0.959878626323604,0.20847103614202997,0.23862633678419132,-0.25181781772921225,-0.7502050410936683,0.3030010874429174,1
0.13529720664712958,0.5777916442153722,0.46995313514167636,0.9347621482313077,0.1906159757523687,0.15973889762362484,-0.771871454469727,-1.1570779498407862,0.24535077408042127,1
0.13895074455899198,0.5749398755743147,0.4440407367092033,0.9276373317857334,0.19892162779104242,0.0951859231552951,-0.7037732978478815,-1.1813996990589517,-0.12338735450356886,1
0.14960985424743584,0.5496123770527216,0.4677715311088469,0.9514280734218705,0.21940582088263236,0.04219804265663877,-0.6155911740739476,-1.1006005926704638,0.16049310574677866,1
0.13629191321499015,0.532928711022054,0.43894080021522136,0.937217386010145,0.18880641194954234,0.09927568615302922,-0.41846997273503383,-1.176176248889067,-0.3389507652787449,1
0.15246425279224815,0.5347633702477331,0.4613971626834317,0.9347600372378569,0.22212852346373077,0.13391000415122084,-0.49213324721256857,-1.1013560306455465,-0.0549505688386005,1
0.14332057416267943,0.5481780196939933,0.42764251852841023,0.9481944359165045,0.21177285710245752,0.12906708930450977,-0.6963983751716086,-1.082109938080039,0.18912230817496445,1
0.14210024776062513,0.5654858672562535,0.4488021550327962,0.9536500147462715,0.2104074952026188,0.10462306386191816,-0.748822355863946,-1.1178434709918663,0.04692449466869775,1
0.13365891389203677,0.5265027123014425,0.420810880700107,0.9513157432289444,0.20587379649511672,0.16222720000487778,-0.4984913648517072,-1.0017659823136675,0.11889779384900256,1
0.12458329510352632,0.47874911594685743,0.42542983657944233,0.935346534874734,0.18326191359899224,0.16222360424835158,-0.13146607787386572,-1.132592284952784,-0.1043619320565976,1
0.12540990360056026,0.6202907440278012,0.42974676247934523,0.9350899787799047,0.1749258739972878,0.16026625429330116,-0.575406215507233,-1.0884981556951652,-0.12580996401586342,1
