ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.13859769719883142,0.5791353641115988,0.4930434860738854,0.9327448279702756,0.15855003767979817,0.0037948349959941543,-0.5016055345013221,-1.1828586626783952,-0.5736291751180489,0
0.10740740740740741,0.4946562825139634,0.5360681273671809,0.9287571009610114,0.1474784908494278,-0.14904366519408105,-0.0639621451759577,-0.990667289576467,-0.23442305453735113,0
0.08897560174155919,0.5189305400735554,0.3996623167936007,0.9674625999236112,0.16589318261881786,0.27316707212420166,-0.451978993059431,-1.0655420080275237,0.2617003219768046,0
0.1480307303316153,0.5433141133640993,0.48377464081050997,0.9178544155617592,0.17067701208709887,-0.04620865316240715,-0.075844017902345,-1.2542459135464026,-0.6952097614941226,0
0.0929733770340981,0.4911014662528998,0.3109482883233529,0.9517075999502196,0.16215213358070502,0.920016164297299,0.46274426017740394,0.3604498487104517,-0.09549228805670174,0
0.11851583177008654,0.4485528492786689,0.4374341638250262,0.910337922300345,0.16585899764440884,0.0939841167403989,0.07546133842339264,-0.9359044270329666,-0.4480203534136078,0
0.10715022547083616,0.4762405685249861,0.49369895674650216,0.9227912987141454,0.1688809402146142,0.003232133437988856,0.03499984058179958,-1.0169017072493778,-0.017764395452665838,1
0.0882387089283641,0.5039038537056495,0.3926197387197533,0.9369278178991829,0.14204070390808668,0.3735535047820052,-0.13636891308350285,-0.672576609752773,-0.163805052714189,1
0.09811839886393893,0.528355196967025,0.49179770754863256,0.9196792908406194,0.14959115424020414,0.04063448324930318,-0.21438829520541428,-0.7341606154403562,-0.30781204966350106,1
0.1388485415792475,0.5144248100668767,0.5102438670807485,0.9468905763228938,0.22202914508886326,-0.04881277031310188,-0.3460253041347775,-0.9469943238753058,-0.5601388713311279,1
0.1152379373238269,0.446830283520931,0.5031381030145209,0.9136602467171197,0.15838650865998177,0.001677225409347126,0.38637328812672583,-0.9756601166041001,-0.4581825756242588,1
0.1085503669000722,0.5081834185786541,0.48522875654112735,0.925868108744572,0.16304114805987466,-0.0664569623445362,0.16446962060091205,-0.9144501232223563,-0.4205296598517907,1
0.09747996143588011,0.4796705971638288,0.49333218502025594,0.8932247017007979,0.13729668652307936,0.026579436719775525,0.18625437872484707,-1.0681194173208786,-0.4786200504033693,1
0.11282273090231568,0.46082867495272956,0.5026023770667898,0.8501549251145465,0.14999612956020744,-0.012268467900341338,0.38969086165393835,-1.094361046517296,-0.5110733211541927,1
0.1035446132355509,0.4996237091132078,0.5122276627589616,0.8927717939850783,0.1459594320940692,-0.0003897691579867423,0.02432437940996861,-0.879602053000692,-0.47817220195988064,1
0.12807678362808686,0.44089251372866073,0.4589935320349113,0.9332360789628439,0.17830152966083873,0.10276133269539839,0.20778164766082874,-0.972148734413945,-0.5574874533347742,1
0.11139129288758072,0.44154765550328035,0.4460789043630354,0.9184604719695986,0.14559193376129723,0.09790611630131092,0.42755211091598366,-0.932467238747305,-0.3922665669253984,1
0.11203996003996004,0.48963316019168796,0.521718954417435,0.8960285613599823,0.16473173368428473,-0.16592867964383848,0.1529924493343262,-1.0967779122705097,-0.502810098387497,1
