ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.06147873500545256,0.5167580936163312,0.4933817324680417,0.9890008997874515,0.08940397350993377,-0.032216622559680316,-0.36936097017731373,-1.252142429650307,0.19468309331719036,0
0.0663860103626943,0.4605571703385427,0.47602849292381816,0.9841389785082507,0.10087479496992892,-0.04554568215548057,-0.06359382785998795,-1.1228536285084192,0.8645054851751288,0
0.08064540037354362,0.46568030656468495,0.4665463436422667,0.9914991195087596,0.11995237622780038,0.06450576729062907,-0.003393830957203653,-1.2310974772407606,0.20815116587287097,0
0.07174983070718913,0.48117725040336623,0.47233675392942326,0.9867634922335824,0.10435255552778962,-0.043768163604020034,-0.15113833863167134,-1.1480009720191535,0.3348665925153571,0
0.05545147716966264,0.46781124655454004,0.5164124162442629,0.9716752319080261,0.07667754619516332,-0.17762207486254977,0.2246430076218332,-1.3113362062159841,0.19449773884750599,0
0.05583449878105631,0.49783461860146516,0.4955067712809254,0.9828868897178544,0.0915940575440356,-0.08194000501706322,-0.2012393446501605,-1.2104265897396989,0.9083854305498491,0
0.09424257507881201,0.4712757839554333,0.500434444646976,0.989407135068917,0.13440378602214148,-0.17338444933373906,0.19655855302375108,-1.175285848868516,0.6738545996535064,1
0.10997061546512096,0.40468145812216094,0.5135462564347735,0.9925348328893244,0.13789854462858586,-0.11320396088909017,0.2190116655124907,-1.2258671353879196,-0.00539681796186553,1
0.08973566061938794,0.41163519651638575,0.5197563851000085,0.9917713894141824,0.12348500370376207,-0.19771713598736235,0.5948214657173404,-1.0946260333805828,1.1024423781247883,1
0.10339322886734863,0.429096003002727,0.48016349115392887,0.9886318505058782,0.13291523698510943,-0.09145489801723838,0.36032368214242066,-1.1519043876581456,0.020878069325409587,1
0.09355851851851851,0.41795644136662635,0.5126070433240436,0.9909470579759425,0.12558265323979065,-0.15946346687446186,0.4094629090742412,-1.2182435261653843,0.6592754746756384,1
0.10226157712097643,0.42927412149962163,0.4809039220726406,0.9905060357711596,0.13455513044573553,0.01908790082432344,0.368747450224356,-1.2509482452139957,0.26142577756715735,1
0.08912796291437068,0.41625832161896936,0.5030810236573073,0.9905983422060213,0.12077752755718857,-0.15145385775708872,0.5140909558407867,-1.2183618073036404,1.006773157374762,1
0.08532149815977484,0.4011493352452023,0.5185684409557096,0.9904825553697242,0.11627255159391642,-0.20686905295734112,0.5808033018034631,-1.1328620029858143,1.2797783403711263,1
0.0848321086807929,0.3995407211446491,0.4915106482371105,0.9872416989495173,0.11933952342317979,-0.15563186920345504,0.6644716021777387,-1.2068849061705453,0.9993969337598987,1
0.0833235432330827,0.41927603493518195,0.4953326654669808,0.9864134622718743,0.11865824584884353,-0.06199887514656985,0.4374745568665373,-1.1791974237818232,0.8220082582439163,1
0.10025481064932783,0.43906592573834735,0.5020271881707608,0.9891713572152747,0.12831346592552131,-0.12899284015866508,0.2380826720294597,-1.1856687108770885,0.06977407056953977,1
0.09623262450520115,0.38564651018843504,0.48954136419885114,0.9899077512814889,0.12177116398264363,-0.09064763616958521,0.6649115742494304,-1.227052610318482,0.27510304893248216,1
